user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	aa_percent	translation_table	red_value	warnings
ERR260267_bin.26.p	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp000436075	GCA_000436075.1	95	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp000436075	97.42	0.9	GCA_000436075.1	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp000436075	97.42	0.9	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	88.12	11	N/A	N/A
ERR260267_bin.5.s	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	GCF_000154205.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	98.48	0.89	GCF_000154205.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	98.48	0.89	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_000614125.1, s__Bacteroides rodentium, 95.0, 94.56, 0.75; GCA_002491635.1, s__Bacteroides sp002491635, 95.0, 92.21, 0.71; GCF_000195635.1, s__Bacteroides fluxus, 95.0, 81.58, 0.49; GCF_000154525.1, s__Bacteroides stercoris, 95.0, 80.79, 0.42; GCF_900129655.1, s__Bacteroides clarus, 95.0, 80.39, 0.41; GCF_000155815.1, s__Bacteroides eggerthii, 95.0, 80.34, 0.38; GCF_900128475.1, s__Bacteroides massiliensis, 95.0, 80.03, 0.28; GCF_900108345.1, s__Bacteroides ndongoniae, 95.0, 80.01, 0.29; GCF_000374365.1, s__Bacteroides gallinarum, 95.0, 80.01, 0.41; GCF_000186225.1, s__Bacteroides helcogenes, 95.0, 79.94, 0.42; GCA_003545565.1, s__Bacteroides sp003545565, 95.0, 79.87, 0.41; GCF_002998535.1, s__Bacteroides heparinolyticus, 95.0, 79.8, 0.42; GCF_900241005.1, s__Bacteroides cutis, 95.0, 79.74, 0.35; GCF_000614165.1, s__Bacteroides stercorirosoris, 95.0, 79.69, 0.41; GCF_002998435.1, s__Bacteroides zoogleoformans, 95.0, 79.62, 0.4; GCF_000156195.1, s__Bacteroides finegoldii, 95.0, 79.38, 0.22; GCF_000172175.1, s__Bacteroides intestinalis, 95.0, 79.33, 0.37; GCF_000315485.1, s__Bacteroides oleiciplenus, 95.0, 79.3, 0.4; GCF_000513195.1, s__Bacteroides timonensis, 95.0, 79.19, 0.38; GCF_000011065.1, s__Bacteroides thetaiotaomicron, 95.0, 79.18, 0.23; GCF_900130135.1, s__Bacteroides togonis, 95.0, 79.15, 0.25; GCA_000210075.1, s__Bacteroides xylanisolvens, 95.0, 78.98, 0.22; GCF_000158035.1, s__Bacteroides cellulosilyticus, 95.0, 78.9, 0.39; GCA_000437135.1, s__Bacteroides intestinalis_A, 95.0, 78.89, 0.29; GCF_900130125.1, s__Bacteroides congonensis, 95.0, 78.14, 0.24; GCA_002293435.1, s__Bacteroides sp002293435, 95.0, 77.96, 0.25"	93.81	11	N/A	N/A
ERR260267_bin.4.p	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	GCF_000154525.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	98.09	0.98	GCF_000154525.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	98.09	0.98	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_900129655.1, s__Bacteroides clarus, 95.0, 87.37, 0.9; GCA_003545565.1, s__Bacteroides sp003545565, 95.0, 84.83, 0.82; GCF_000155815.1, s__Bacteroides eggerthii, 95.0, 83.53, 0.84; GCF_000374365.1, s__Bacteroides gallinarum, 95.0, 83.2, 0.84; GCA_000614125.1, s__Bacteroides rodentium, 95.0, 79.33, 0.58; GCF_000154205.1, s__Bacteroides uniformis, 95.0, 79.24, 0.58; GCF_000195635.1, s__Bacteroides fluxus, 95.0, 79.18, 0.55; GCF_900241005.1, s__Bacteroides cutis, 95.0, 78.92, 0.12; GCF_000315485.1, s__Bacteroides oleiciplenus, 95.0, 78.41, 0.06; GCF_000172175.1, s__Bacteroides intestinalis, 95.0, 78.1, 0.08"	49.29	11	N/A	N/A
ERR260267_bin.36.p	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B;s__Bacteroides_B dorei	GCF_000156075.1	95.35	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B;s__Bacteroides_B dorei	98.57	0.99	GCF_000156075.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B;s__Bacteroides_B dorei	98.57	0.99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_000012825.1, s__Bacteroides_B vulgatus, 95.35, 97.44, 0.98; GCA_000614185.1, s__Bacteroides_B sartorii, 95.0, 90.12, 0.89; GCF_000382445.1, s__Bacteroides_B massiliensis, 95.0, 80.83, 0.53; GCA_002493165.1, s__Bacteroides_B sp002493165, 95.0, 79.92, 0.47"	82.52	11	N/A	N/A
ERR260267_bin.27.o	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp000434235	GCA_000434235.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp000434235	98.97	0.89	GCA_000434235.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp000434235	98.97	0.89	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_002161445.1, s__Alistipes sp002161445, 95.0, 83.06, 0.58; GCF_002159375.1, s__Alistipes sp002159375, 95.0, 83.02, 0.6; GCF_000312145.1, s__Alistipes senegalensis, 95.0, 82.84, 0.56; GCF_000210575.1, s__Alistipes shahii, 95.0, 82.67, 0.58; GCF_900083545.1, s__Alistipes sp900083545, 95.0, 82.67, 0.54; GCF_900290115.1, s__Alistipes sp900290115, 95.0, 82.67, 0.56; GCA_002358415.1, s__Alistipes sp002358415, 95.0, 82.35, 0.67; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 82.29, 0.51; GCF_900107675.1, s__Alistipes timonensis, 95.0, 82.12, 0.55; GCF_000265365.1, s__Alistipes finegoldii, 95.0, 81.61, 0.55; GCF_000374505.1, s__Alistipes onderdonkii, 95.0, 81.57, 0.56; GCF_900021155.1, s__Alistipes sp900021155, 95.0, 80.42, 0.41; GCF_000154465.1, s__Alistipes putredinis, 95.0, 80.32, 0.33; GCA_002428825.1, s__Alistipes sp002428825, 95.0, 80.06, 0.51; GCF_000311925.1, s__Alistipes obesi, 95.0, 79.97, 0.4; GCA_002362235.1, s__Alistipes sp002362235, 95.0, 77.99, 0.28"	94.25	11	N/A	N/A
ERR260267_bin.25.s	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	GCF_000154465.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	98.45	0.93	GCF_000154465.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	98.45	0.93	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_000265365.1, s__Alistipes finegoldii, 95.0, 79.04, 0.46; GCF_000210575.1, s__Alistipes shahii, 95.0, 78.98, 0.43; GCF_900021155.1, s__Alistipes sp900021155, 95.0, 78.94, 0.46; GCF_000312145.1, s__Alistipes senegalensis, 95.0, 78.94, 0.43; GCF_900107675.1, s__Alistipes timonensis, 95.0, 78.8, 0.41; GCF_900290115.1, s__Alistipes sp900290115, 95.0, 78.73, 0.36; GCA_000434235.1, s__Alistipes sp000434235, 95.0, 78.7, 0.39; GCF_000374505.1, s__Alistipes onderdonkii, 95.0, 78.67, 0.45; GCF_900083545.1, s__Alistipes sp900083545, 95.0, 78.62, 0.42; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 78.53, 0.39; GCF_000311925.1, s__Alistipes obesi, 95.0, 78.51, 0.37; GCF_002161445.1, s__Alistipes sp002161445, 95.0, 78.39, 0.39; GCF_002159375.1, s__Alistipes sp002159375, 95.0, 78.35, 0.37; GCA_002358415.1, s__Alistipes sp002358415, 95.0, 78.26, 0.31; GCA_002428825.1, s__Alistipes sp002428825, 95.0, 78.0, 0.34"	69.82	11	N/A	N/A
ERR260267_bin.39.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	Placement	taxonomic classification fully defined by topology	"GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 86.07, 0.81; GCF_002549755.1, s__Faecalibacterium prausnitzii_D, 95.0, 85.51, 0.8; GCA_003312465.1, s__Faecalibacterium prausnitzii_K, 95.0, 84.78, 0.78; GCA_003287405.1, s__Faecalibacterium prausnitzii_J, 95.0, 84.75, 0.81; GCF_002550015.1, s__Faecalibacterium prausnitzii_A, 95.0, 84.62, 0.8; GCA_003449675.1, s__Faecalibacterium sp003449675, 95.0, 84.33, 0.6; GCF_000162015.1, s__Faecalibacterium prausnitzii_C, 95.0, 83.64, 0.75; GCF_002550035.1, s__Faecalibacterium prausnitzii_E, 95.0, 83.33, 0.76; GCA_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 83.09, 0.74; GCF_002549975.1, s__Faecalibacterium prausnitzii_H, 95.0, 82.83, 0.76; GCA_003293635.1, s__Faecalibacterium prausnitzii_G, 95.0, 82.83, 0.72; GCA_002313795.1, s__Faecalibacterium prausnitzii_L, 95.0, 81.72, 0.57; GCF_002160895.1, s__Faecalibacterium sp002160895, 95.0, 80.34, 0.57; GCF_002160915.1, s__Faecalibacterium sp002160915, 95.0, 80.06, 0.56"	44.01	11	0.994615373	N/A
ERR260267_bin.35.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	N/A	N/A	N/A	N/A	N/A	GCA_001916855.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp001916855	94.76	0.86	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	Placement	taxonomic classification fully defined by topology	"GCA_000435975.1, s__CAG-83 sp000435975, 95.0, 91.05, 0.9; GCA_000431575.1, s__CAG-83 sp000431575, 95.0, 82.02, 0.72; GCA_003487665.1, s__CAG-83 sp003487665, 95.0, 81.2, 0.6; GCA_900317425.1, s__CAG-83 sp900317425, 95.0, 80.91, 0.59; GCA_002438575.1, s__CAG-83 sp002438575, 95.0, 80.78, 0.51; GCA_000435555.1, s__CAG-83 sp000435555, 95.0, 80.71, 0.58; GCA_003539495.1, s__CAG-83 sp003539495, 95.0, 80.21, 0.55; GCA_002392625.1, s__CAG-83 sp002392625, 95.0, 79.93, 0.52; GCA_900313295.1, s__CAG-83 sp900313295, 95.0, 79.73, 0.46"	55.62	11	0.99645554	N/A
ERR260267_bin.33.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__	N/A	N/A	N/A	N/A	N/A	GCA_000432135.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135	90.22	0.68	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__	Placement	taxonomic classification fully defined by topology	"GCA_002404795.1, s__CAG-170 sp002404795, 95.0, 82.96, 0.57; GCA_000436735.1, s__CAG-170 sp000436735, 95.0, 81.03, 0.34; GCA_003516765.1, s__CAG-170 sp003516765, 95.0, 79.46, 0.3; GCA_002298695.1, s__CAG-170 sp002298695, 95.0, 79.34, 0.29; GCA_002437575.1, s__CAG-170 sp002437575, 95.0, 78.9, 0.3"	88.59	11	0.992576219	N/A
ERR260267_bin.24.p	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	N/A	N/A	N/A	N/A	N/A	GCF_001404695.1	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_E	92.52	0.83	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Placement	taxonomic classification fully defined by topology	"GCA_000434535.1, s__Collinsella sp000434535, 95.0, 93.06, 0.75; GCF_000169035.1, s__Collinsella aerofaciens, 95.0, 92.96, 0.87; GCF_000763055.1, s__Collinsella sp000763055, 95.0, 92.94, 0.88; GCF_001405375.1, s__Collinsella aerofaciens_F, 95.0, 92.93, 0.88; GCF_002736145.1, s__Collinsella aerofaciens_A, 95.0, 92.43, 0.86; GCA_003487125.1, s__Collinsella sp003487125, 95.0, 92.36, 0.63; GCF_002232035.1, s__Collinsella sp002232035, 95.0, 92.01, 0.85; GCA_002391315.1, s__Collinsella sp002391315, 95.0, 91.78, 0.82; GCA_002437815.1, s__Collinsella sp002437815, 95.0, 82.77, 0.65; GCF_900155365.1, s__Collinsella bouchesdurhonensis, 95.0, 80.5, 0.38; GCF_900199705.1, s__Collinsella provencensis, 95.0, 80.07, 0.26; GCF_900119895.1, s__Collinsella phocaeensis, 95.0, 79.87, 0.35; GCF_000156215.1, s__Collinsella stercoris, 95.0, 79.84, 0.4; GCF_000156175.1, s__Collinsella intestinalis, 95.0, 79.79, 0.36; GCA_002305035.1, s__Collinsella sp002305035, 95.0, 79.7, 0.41; GCF_900046475.1, s__Collinsella ihuae, 95.0, 79.6, 0.39; GCF_000225705.1, s__Collinsella tanakaei, 95.0, 79.51, 0.38; GCF_900176655.1, s__Collinsella vaginalis, 95.0, 78.7, 0.31"	86.98	11	0.997692418	N/A
ERR260267_bin.30.o	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__	Placement	taxonomic classification fully defined by topology	N/A	41.03	11	0.998266474	N/A
ERR260268_bin.2.p	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii	GCF_000016525.1	95	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii	98.06	0.99	GCF_000016525.1	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii	98.06	0.99	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_002252585.1, s__Methanobrevibacter_A smithii_A, 95.0, 93.21, 1.0; GCA_003111605.1, s__Methanobrevibacter_A woesei, 95.0, 80.48, 0.59; GCF_001639275.1, s__Methanobrevibacter_A oralis, 95.0, 80.24, 0.6; GCF_900109595.1, s__Methanobrevibacter_A gottschalkii, 95.0, 79.75, 0.13; GCF_001477655.1, s__Methanobrevibacter_A millerae, 95.0, 79.31, 0.1; GCA_900314695.1, s__Methanobrevibacter_A sp900314695, 95.0, 79.05, 0.1"	72.66	11	N/A	N/A
ERR260268_bin.3.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	GCF_002834235.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	97.46	0.84	GCF_002834235.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	97.46	0.84	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_002834225.1, s__Ruminococcus_E bromii, 95.0, 95.14, 0.8; GCA_003526955.1, s__Ruminococcus_E sp003526955, 95.0, 80.19, 0.37; GCA_002491825.1, s__Ruminococcus_E sp002491825, 95.0, 79.61, 0.4; GCA_002493005.1, s__Ruminococcus_E sp002493005, 95.0, 79.4, 0.35; GCA_003521625.1, s__Ruminococcus_E sp003521625, 95.0, 79.3, 0.39; GCF_900101355.1, s__Ruminococcus_E bromii_A, 95.0, 79.22, 0.31; GCA_002493635.1, s__Ruminococcus_E sp002493635, 95.0, 79.06, 0.34"	75.91	11	N/A	N/A
ERR260268_bin.1.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__	Placement	taxonomic classification fully defined by topology	N/A	54.19	11	0.999368632	N/A
ERR260269_bin.5.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000433975	GCA_000433975.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000433975	99.93	0.97	GCA_000433975.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000433975	99.93	0.97	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_002329285.1, s__Eubacterium_R sp002329285, 95.0, 77.89, 0.31; GCA_003526845.1, s__Eubacterium_R sp003526845, 95.0, 77.66, 0.25; GCA_002361935.1, s__Eubacterium_R sp002361935, 95.0, 77.49, 0.27; GCA_000431535.1, s__Eubacterium_R sp000431535, 95.0, 77.46, 0.31"	83.23	11	N/A	N/A
ERR260269_bin.3.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectale	GCF_000020605.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectale	97.1	0.95	GCF_000020605.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectale	97.1	0.95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_900317585.1, s__Agathobacter sp900317585, 95.0, 94.71, 0.81"	75.54	11	N/A	Genome has more than 10.0% of markers with multiple hits
ERR260269_bin.6.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	GCF_000484655.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	97.87	0.92	GCF_000484655.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	97.87	0.92	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_000285855.2, s__Blautia_A sp000285855, 95.0, 86.15, 0.69; GCF_000153905.1, s__Blautia_A obeum, 95.0, 80.73, 0.37; GCA_000210015.1, s__Blautia_A obeum_B, 95.0, 80.59, 0.35; GCA_900066355.1, s__Blautia_A sp900066355, 95.0, 80.5, 0.39; GCF_900120195.1, s__Blautia_A sp900120195, 95.0, 80.36, 0.36; GCF_001487165.1, s__Blautia_A massiliensis, 95.0, 80.24, 0.39; GCA_900066205.1, s__Blautia_A sp900066205, 95.0, 80.14, 0.38; GCA_900066335.1, s__Blautia_A sp900066335, 95.0, 80.04, 0.4; GCA_900066165.1, s__Blautia_A sp900066165, 95.0, 79.9, 0.37; GCA_900066505.1, s__Blautia_A sp900066505, 95.0, 79.68, 0.29; GCA_900066145.1, s__Blautia_A sp900066145, 95.0, 79.53, 0.37; GCA_000436615.1, s__Blautia_A sp000436615, 95.0, 78.39, 0.31"	64.9	11	N/A	N/A
ERR260269_bin.1.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A	GCF_001404675.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A	98.7	0.95	GCF_001404675.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A	98.7	0.95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_000154425.1, s__Coprococcus eutactus, 95.0, 88.82, 0.75; GCA_000433075.1, s__Coprococcus sp000433075, 95.0, 79.05, 0.25"	89.4	11	N/A	N/A
ERR260269_bin.4.p	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__CAG-302;s__CAG-302 sp001916775	GCA_001916775.1	95	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__CAG-302;s__CAG-302 sp001916775	96.03	0.76	GCA_001916775.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__CAG-302;s__CAG-302 sp001916775	96.03	0.76	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__CAG-302;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_000431795.1, s__CAG-302 sp000431795, 95.0, 82.24, 0.62; GCA_002375205.1, s__CAG-302 sp002375205, 95.0, 79.22, 0.47"	76.23	11	N/A	N/A
ERR260270_bin.4.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	GCF_002834235.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	97.99	0.94	GCF_002834235.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	97.99	0.94	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_002834225.1, s__Ruminococcus_E bromii, 95.0, 95.06, 0.88; GCA_003526955.1, s__Ruminococcus_E sp003526955, 95.0, 80.15, 0.4; GCA_002491825.1, s__Ruminococcus_E sp002491825, 95.0, 79.79, 0.39; GCA_003521625.1, s__Ruminococcus_E sp003521625, 95.0, 79.51, 0.49; GCA_002493005.1, s__Ruminococcus_E sp002493005, 95.0, 79.47, 0.41; GCF_900101355.1, s__Ruminococcus_E bromii_A, 95.0, 79.09, 0.37; GCA_002493635.1, s__Ruminococcus_E sp002493635, 95.0, 78.78, 0.39; GCA_900318495.1, s__Ruminococcus_E sp900318495, 95.0, 77.87, 0.25"	83.93	11	N/A	N/A
ERR260270_bin.5.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_K	GCA_003312465.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_K	96.55	0.96	GCA_003449675.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp003449675	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	ANI	topological placement and ANI have incongruent species assignments	"GCF_002550015.1, s__Faecalibacterium prausnitzii_A, 95.0, 95.09, 0.91; GCA_003287405.1, s__Faecalibacterium prausnitzii_J, 95.0, 93.89, 0.92"	49.07	11	N/A	N/A
